Name,Image,AC Bonus,Base AC,ST Ability,ST Bonus,ST Factor,Immunity,Resistance,Abilities,Ability Bonus,Ability Max,Additional HP,Skills,Skill Bonus,Skill Factor,Movement,Critical Chance,AR Types,AR Bonus,AR Factor,Attack Type,Weapon DMG,Weapon DMG Type,Death ST Factor,Ability Check,Ability Check Bonus,Ability Check Factor,Spell Save DC Bonus,Vulnerability,Immune to Conditions,Cant Move,Cant Act,Cant React,Initiative,Opponent AR Type,Opponent AR Factor,Darkvision,Skill Proficiency,Temporary HP,Ignore,DONE,Description
Bhaalist Ritual Target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"As part of the challenge to enter the temple, the affected entity has become the target of a chanting cultist, the Farslayer, who can cast  Bhaal's Power Word Kill once its profane ritual ends. Exiting the Farslayer's chanting range of  55 m / 183 ft makes you invulnerable to the effect. Slaying the Farslayer stops the ritual and wins the conflict."
Bhaalspawn Essence: Abazigal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"When Abazigal's ghost dies, Sarevok will absorb his essence and deal maximum damage on all his attacks."
Bhaalspawn Essence: Amelyssan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"When Amelyssan's ghost dies, Sarevoks attacks will heal him for 2d12hit points"
Bhaalspawn Essence: Illasera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"When Illasera's ghost dies, Sarevok will be permanently  Hastened and will be unaffected by Paralysis, Restraints, or any attempts to reduce his movement speed."
Bhaalspawn Essence: Sendai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"When Sendai's ghost dies, Sarevok will have his  Armour Class increased by 6."
Big Pig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Pigs are smart and pigs are fun - that's why Dolly made you one!
Black Hole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,The black hole pulls nearby creatures and deals 7~34Force damage. The nearby area is Difficult Terrain and can  Slow creatures within it.  Intelligence saving throw
Black Tentacles,,,,DEX,,DIS,,,,,,,,,,,,,,DIS,,,,,,,,,,,TRUE,,,,,ADV,,,,FALSE,TRUE,"Restrained by dark tendrils. Affected entity can't move and takes 3d6Bludgeoning damage per turn. Attack Rolls against the affected entity have  Advantage, while the entity's Attack Rolls and Dexterity Saving Throws have  Disadvantage"
Blacked Out,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,"Piercing, Bludgeoning, Slashing, Thunder",,,,,,,,,,,FALSE,TRUE,"Thisobald has overindulged in his own brew. He is Vulnerable to Slashing, Piercing, Bludgeoning and Thunder Damage."
Blade Barrier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Creatures that approach the barrier are slit and sliced and cut and carved like so much meat on a blood-grouted block. Affected entities take 6d10Slashing damage per turn.
Blade Ward,,,,,,,,"Slashing, Bludgeoning, Piercing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,"Has Resistance against Bludgeoning, Piercing, and Slashing damage."
Bladesinging,,PRO,,CON,PRO,,,,,,,,Acrobatics,,ADV,3,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,"Invoking the Bladesong. You gain a +2/+3/+4 bonus to  Armour Class and your movement speed is increased by 3 m / 10 ft. You also gain  Advantage in Acrobatics and a +2/+3/+4 bonus to Constitution  Saving throws. The AC and saving throws bonus is +2, +3, or +4 at Bladesinger levels 2, 5, or 9 respectively."
Bladesong Damage Charge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,A charge that will increase how much damage you deal to enemies by 1d6Force when using  Bladesong Climax. You can accumulate these charges by casting Level 1 spells or above that are not weapon attacks.
Bladesong Healing Charge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,A charge that increases how much you heal yourself and your allies by 1d6hit points when using  Bladesong Climax. You can accumulate these charges by attacking with weapons.
Bladesong Impeded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"Bladesinging impeded by armour/shield/weapon. Until the armour/shield/weapon is removed, your  Bladesong won't grant any benefits or let you generate Bladesong Charges."
Blazing Retaliation,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"When a melee attack misses it, deal 1d6Fire damage to the attacker."
Bleeding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Creature takes 2Slashing damage at the start of each turn and has  Disadvantage on Constitution  Saving throws. Removed by healing.
Bless,,,,,1d4,,,,,,,,,,,,,,1d4,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,Gains a  +1d4 bonus to Attack rolls and Saving throws.
Blessing of Selûne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Selûne's radiance protects you against the lesser effects of the  Shadow Curse. But beware - even Her light cannot guard against the darkest shadows. Permits safe passage through some of the Shadow-Cursed Lands without a light source. Resistant to magical Necrotic damage.
Blessing of the Trickster,,,,,,,,,,,,,Stealth,,ADV,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,Has  Advantage on Stealth Checks.
Blinded,,,,,,,,,,,,,,,,,,,,DIS,,,,,,,,,,,,,,,,ADV,,,,FALSE,TRUE,The affected creature has  Disadvantage on Attack rolls. The affected creature's range of attacks and spells reduced to 3 m / 10 ft. Attack rolls against affected creatures have  Advantage.
Blinded (Blinding Smite),,,,,,,,,,,,,,,,,,,,DIS,,,,,,,,,,,,,,,,ADV,,,,FALSE,TRUE,"The affected creature has  Disadvantage on Attack rolls. Ranged attacks and spells of the affected creature have a range of  3 m / 10 ft. Attack Rolls against affected creatures have  Advantage. At the end of each turn, the affected creature makes a  Constitution saving throw. If successful, the condition is removed."
Blindness,,,,,,,,,,,,,,,,,,,,DIS,,,,,,,,,,,,,,,,ADV,,,,FALSE,TRUE,"The affected creature has  Disadvantage on Attack rolls. Ranged attacks and spells of the affected creature have a range of  3 m / 10 ft. Attack Rolls against affected creatures have  Advantage. At the end of each turn, the affected creature makes a  Constitution saving throw. If successful, the condition is removed."
Blink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"At the end of each turn, there is a chance the affected entity gets  Blinked to the Ethereal Plane, where it can't be harmed, seen or affected. While in the Ethereal Plane, the entity can't move or interact with anything in the world. It can only choose to teleport up to  6 m / 20 ft. When combat ends, so does this effect."
Blinked to the Ethereal Plane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"Affected entity is in the Ethereal Plane, where it can't be harmed, seen, or affected. While in the Ethereal Plane, the entity can't move or interact with anything in the world. It can choose to teleport up to 6m / 20ft. At the end of each turn, there is a chance it reappears in the Material Plane. When combat ends, so does this effect."
Bliss Spores,,,,,1d6,,,,,,,,,1d6,,,,,1d6,,,,,,,1d6,,,,,,,,,,,,,,FALSE,TRUE,"Affected entity has a +1d6 bonus to  Attack Rolls, Ability Checks, and  Saving throws until the next Long Rest."
Bloated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Restrained due to sickness and bloat.
Blocked by Bhaalist Mischief,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,This door cannot be opened until the Farslayer is defeated.
Blocked Warrens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Kobolds cannot emerge from this tunnel while it is obstructed.
Blood-draw Sickness,,,,,-1,,,,,,,,,-1,,,,,-1,,,,,,,-1,,,,,,,,,,,,,,FALSE,TRUE,Nothing is ever free - until the next long rest the affected entity has a -1 to all dice rolls.
Blood-Sapped,,,,,,,,,,,,-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,Hit point maximum reduced by 8 per turn remaining. Creature will die if its hit point maximum is reduced to 0.
Blood-scent Frenzy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"Affected entity has  Advantage on melee attacks against any target that doesn't have all of its hit points, provided it's not a construct, an ooze, a plant, or an elemental."
Bloodless,,,,,-1,,,,,,,,,-1,,,,,-1,,,,,,,-1,,,,,,,,,,,,,,FALSE,TRUE,"Feels a bit woozy. -1 to all Attack Rolls, Saving Throws, and most Ability Checks. Disappears after Long Rest. Can be cured by Lesser Restoration, Remove Curse and Lay on Hands: Cure."
Bloodlust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Creature can attack three times. It regains 3d8hit points if it lands a killing blow.
Bloodthirst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Gains  Bite as a bonus action.
Bloody Favour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Bhaal's Chosen will be granted a profane boon at the start of every turn.
Blooming Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,This Undead heals 4d6hit points at the start of every turn while it is within  The Dead Wastes.
Bludgeon the Weak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bludgeoning,,,,,,,,,,,FALSE,TRUE,"Affected entity is Vulnerable to Bludgeoning damage for 3 turns, or until it takes damage."
Blurred,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DIS,,,,FALSE,TRUE,"Attackers have  Disadvantage on Attack rolls against this creature, unless they do not rely on sight or can see through illusions."
Bolstering Brew,,,,,,,,,STR,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,Affected entity's Strength score is increased by 6 while it is infused with Thisobald's current brew.
Bolstering Magic: Boon,,,,,,,,,,,,,,1d4,,,,,1d4,,,,,,,1d4,,,,,,,,,,,,,,FALSE,TRUE,Bolstered by wild magic. Has a  +1d4 bonus to Attack Rolls and Ability Checks
Bone Chilled,,,,,,,,,,,,,,,,,,,,DIS,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,"Can not regain  hit points. Cannot help  Downed characters. If Undead, has  Disadvantage on Attack rolls."
Booming Blade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Affected entity will take 1d8Thunder damage when it moves.
Boon of Servitude,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Regains 2d4+Spellcasting Modifierhit points each turn.
BOOOAL's Benediction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"Advantage on Attack rolls against Bleeding creatures, as long as there are Kuo-toa to worship BOOOAL."
BOOOAL's Blessing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"The wielder has  Advantage on Attack rolls against Bleeding creatures, as long as there are Kuo-toa to worship BOOOAL."
BOOOAL's Faithful,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Chance to apply  Bleeding to targets.
Bottled Breath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Affected Entity is able to cast  Gust of Wind once per long rest.
Bound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,This relic is bound to its current owner by a powerful aura. Bound items cannot be removed from your inventory.
Bound Weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"Ritually bound to its wielder. The weapon can't be knocked out of the wielder's hand, and automatically returns to its wielder when thrown."
Braced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"On Damage Rolls, roll twice and use the higher result."
Brain-Starved,,,,,,,,,,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,The Creature's Ability Scores are reduced by 10 while wracked with a ravening hunger for brain matter.
Brand of the Silverlight,,,,,,,,,,,,,,,,,,,,,,5d8,Radiant,,,,,,,,,,,,,,,,,FALSE,TRUE,This creature's weapon attacks deal an additional 5d8Radiant damage.
Branding Smite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Cannot turn Invisible.
Breathless Lungs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Mystic Carrion can't be  Silenced while his lungs are still intact.
Brew Sickness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"While in the vicinity of Thisobald's  Spoiled Brew, this creature takes 1d6Necrotic every turn."
Brewed-Up Bellyglummer,,,,,,,,,,,,,,,DIS,,,,,DIS,,,,,,,DIS,,,,,,,,,,,,,FALSE,TRUE,Suffers  Disadvantage on Attack rolls and Ability Checks Affected entity takes 1d6Poison damage at the end of its next turn.
Brittle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bludgeoning, Thunder",,,,,,,,,,,TRUE,FALSE,"2d6 (2~12) Cold  damage per turn Affected entity has been rapidly cooled while aflame, making it Vulnerable to Thunder and Bludgeoning damage."
Broken Promises,,,,,,,,,STR,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,Strength is increased by 2 for  Duration: Until Long rest. Strength is decreased indefinitely by 1 after Long Rest.
Browbeaten,,,,,,,,,,,,,,,,,,,,,,,,,,,,+1,,,,,,,,,,,,FALSE,TRUE,Affected entity has a +1 bonus to spell save DC while threatened.
Bufotoxin,,,,DEX,,DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,Has  Disadvantage on  Dexterity saving throws.
Bull's Strength,,,,STR,,ADV,,,,,,,Athletics,,ADV,,,,,,,,,,STR,,ADV,,,,,,,,,,,,,FALSE,TRUE,Has  Advantage on Strength Checks. Weight Limit doubled.
Burden of Time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,A nearby shadar-kai is imposing  Disadvantage on this creature's  Saving throws.
Burden of Time Aura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Beasts and Humanoids have  Disadvantage on Saving Throws while within  3 m / 10 ft of this creature. Elves are unaffected by this temporal magic.
Burned Out Optics,,,,,,,,,,,,,,,,,,,-1d6,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,"Affected entity's optical lens has been distorted, causing its vision become impaired. Entity recieves 1d6 penalty to Attack Rolls."
Burning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"Takes 1d4Fire damage per turn. Can be removed with the  Help action, using a Healing Potion or gaining  Wet. Immune from if  Wet.  Dip action can be used on Burning characters or objects."
Burning (Orthonic),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"Takes 1d4Fire damage per turn. CANNOT be removed with the  Help action, using a Healing Type Potion or gaining  Wet."
Burning Acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,The hatchery waters burn through all those who'd intrude upon it.
Burning Fiercely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Takes 1d10Fire damage per turn.
Burning Reflux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"Fire damage has ignited Thisobald's special brew, letting him use  Fiery Regurgitation."
Burst of Accuracy,,,,,,,,,,,,,,,,,,,1d4,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,You have a +1d4 bonus to attack rolls after using Action Surge.
Buthir's Wrath,,-2,,,,,,"Slashing, Bludgeoning, Piercing, Acid, Cold, Fire, Force, Lightning, Necrotic, Poison, Psychic, Radiant, Thunder",STR,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,"Buthir is enraged! Strength increased by 4 and Armour Class reduced by 2. Tactician Difficulty: Buthir is enraged! Strength increased by 4, and has Resistance to all physical damage."
Call Lightning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Can  Call Lightning without expending a spell slot.
Call of the Dark Lady,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"When it starts its turn in a Lightly or Heavily Obscured area, the affected entity takes 1d4Necrotic. Attacks made by the Justiciar in its  Umbral Form deal an additional 1d6Necrotic damage to the entity."
Calling Reinforcements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,This creature's allies will appear next turn to defend it.
Calmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Charmed, Frightened, Rage",,,,,,,,,,FALSE,TRUE,"Can't be Charmed or Frightened, and can't  Rage."
Castigated By Divinity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"Affected entity is cursed by transgressed and irritable gods. When it falls unconscious, it immediately dies. Moreover, when it dies, a terrible envoy of the offended deity is conjured from the entity's corpse."
Cat's Grace,,,,DEX,,ADV,,,,,,,"Acrobatics, Sleight of Hand, Stealth",,ADV,,,,,,,,,,DEX,,ADV,,,,,,,,,,,,,FALSE,TRUE,Has  Advantage on Dexterity Checks. Takes half falling damage.
Catatonic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Art Cullagh has shut down and seems completely unresponsive to whatever is happening around him.
Cattle Prattle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Want to converse like a cow? Dolly Thrice will show you how.
Caustic Brew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Affected entity deals an additional 2d6Acid damage while infused with Thisobald's current brew.
Caustic Brine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Takes 1d4Acid damage per turn.
Caustic Retort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"Whenever you take damage, reflect it back at your attacker threefold as Acid damage."
Celestial Haste,,2,,DEX,,ADV,,,,,,,,,,x2,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,Gain +2 to Armour Class Armour Class and Advantage on Dexterity  Saving throws. Movement Speed is doubled. Gain an additional Action.
Chain of Tyranny,,,,,,,,,,,,,,,,x0.5,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,"Affected entity has only half its movement speed. When the chain breaks, it takes 8d8Force damage."
Chains of Karsus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"The Netherbrain is too powerful for even the Momentary God's magic - Karsus' Compulsion could not dominate it completely. The spell has instead bound the brain's will in place temporarily. To complete the domination, you must strike it down."
Champion Challenge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Affected entity is compelled to attack the paladin that challenged them. Any attacks they might make against targets other than the paladin have  Disadvantage. Condition ends if the entity moves 9 m / 30 ft away from the paladin.
Channel Divinity: Cloak of Shadows,,,,,,,,,,,,,,,,,,,,ADV,,,,,,,,,,,,,,,,DIS,,,,FALSE,TRUE,"Has  Advantage on Attack rolls and imposes  Disadvantage on enemy Attack Rolls. Invisibility ends early if the invisible entity attacks, casts another spell, takes an action, or takes damage."
Channelling Karsus' Compulsion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"Affected entity is focussing all their magic and effort on casting  Karsus' Compulsion until their next turn. Becoming  Incapacitated,  Stunned,  Polymorphed, or  Knocked Out ends the spell."
Charged Lightning: Tempest Steps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"Wherever you walk, create a crackling explosion with 2 radius that deals 1d4Lightning."
Charmed,,,,,,,,,,,,,"Persuasion, Performance, Intimidation, Deception",,ADV,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Cannot attack the spellcaster. The spellcaster has  Advantage on Charisma Checks in dialogue.
Cheater's Folly,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,Affected entity has all Ability Scores reduced by 1 for attacking a reflection that's not their own. This effect can be applied thrice more.
Chest Trauma,,,,CON,1,DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,Has  Disadvantage on Constitution Saving Throws and has one fewer action. Removed by healing.
Chicken Chaser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Engrossed in a game of Chicken Chase.
Chilled,,,,,,,,Fire,,,,,,,,,,,,,,,,,,,,,Cold,,,,,,,,,,,FALSE,TRUE,Affected entity is vulnerable to Cold damage and resistant to Fire damage. Applying  Wet to a chilled entity will make it  Frozen for  Duration: 1 turn.
Chilling Grace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Has Resistance to Fire damage as long as you have 50% hit points or less.
Cindersnap Reflexes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ranged,DIS,,,,FALSE,TRUE,Ranged weapon attacks targeting this entity have  Disadvantage and their damage is halved.
Clear Area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Hiding in an unobscured area. Will be caught on sight.
Click Heels,,,,,,,,,,,,,,,,x2,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,Movement Speed is doubled. Enemies have  Disadvantage on Opportunity Attacks against them.
Clinging Shadows,,,,,,ADV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,"While remaining obscured, affected entity has  Advantage on  Saving throws."
Cloak of Shadows,,,,,,,,,,,,,,,,,,,,ADV,,,,,,,,,,,,,,,,DIS,,,,FALSE,TRUE,"Has  Advantage on Attack rolls and imposes  Disadvantage on enemy Attack Rolls. Attacking, casting spells, or entering a brightly lit area ends this condition."
Cloud of Daggers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Takes 4d4Slashing per turn. This damage is increased by 2d4Slashing for for each spell slot level above 2nd used to cast  Cloud of Daggers.
Cloudkill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"While it remains in the cloud, affected entity takes 5d8Poison damage every turn."
Clown Face-Paint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,You are unaffected by  Hideous Laughter.
Coated in Arsonist's Oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Coated in an oil that strips targets that are Resistant to Fire damage of their Resistance. Targets that are Immune to Fire damage are unaffected.
Coated in Basic Poison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"Targets must succeed a DC 11  Constitution saving throw or become  Poisoned. On a successful save, target receives  Inoculated: Basic Poison for 2 turns."
Coated in Brewed-up Bellyglummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Weapon is coated in Brewed-Up Bellyglummer. Targets must succeed a DC 17  Constitution saving throw or become  Poisoned.
Coated in Crawler Mucus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"Targets must succeed a DC 13  Constitution saving throw or become  Stricken with Crawler Mucus. On a successful save, targets receive  Inoculated: Crawler Mucus for 2 turns"
Coated in Diluted Oil of Sharpness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"The arcane oil coating this weapon grants it a +1 bonus to Damage and Attack rolls. The weapon has become magical, so it can damage creatures that are immune to non-magical attacks."
Coated in Drow Poison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"Targets must succeed a DC 13  Constitution saving throw or become  Poisoned and fall  Asleep. On a successful save, targets receive  Inoculated: Drow Poison for 2 turns."
