Name,Image,Permanent Conditions,Skills,Skill Bonus,Skill Factor,ST Ability,ST Bonus,ST Factor,Ability,Ability Bonus,Ability Max,Skills Proficiency,Armour Proficiency,Weapon Proficiency,Initiative,Reduce Damage Type,Reduce Damage,Darkvision,AC,AC Mod,Extra HP/Level,Actions,Spells,Cantrips,Immunity,Immune to Conditions,Movement,Expertise,Resistance,Temporary HP,Critical Chance,Attack Type,Weapon DMG,Weapon DMG Type,AR Types,AR Bonus,AR Factor,Spell Save DC,Unarmed DMG Bonus,Unarmed DMG Type,Carrying capacity,Illithid Power,Condition,Condition Duration,Condition DC,Condition Ability,ST Spell Bonus,ST Proficiency,Requirements,Jump Distance,Ignore,DONE,Desc 1,Desc 2
Aura of Murder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,Aura of Murder,permanent,,,,,,,TRUE,FALSE,Aura of Murder is a toggleable passive feature. It creates an aura which makes enemies Vulnerable to Piercing damage. ,"Enemies within 3 m / 10 ft become Vulnerable to ⁠Piercing damage, unless they are Immune to it. "
Authority,,,"Intimidation, Insight",,ADV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,Authority is a passive feature that grants improved intimidation and insight. ,You have  Advantage on Intimidation checks and Insight checks. 
Aversion of Fire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,Aversion of Fire,1 Turn,,,,,,,TRUE,FALSE,Aversion of Fire is a Flesh passive feature that penalises him for taking ⁠Fire damage. ,"If this entity takes Fire damage, it receives  Disadvantage on Attack Rolls and Ability Checks until the end of its next turn. "
Awakened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Awakened is a passive feature that makes all Illithid Powers cost a Bonus Action instead of an Action. ,You can use all of your Illithid Powers as a Bonus Action. Your resistance to the zaith'isk in the githyanki infirmary awakened this power. 
Balance,,,"Acrobatics, Sleight of Hand, Stealth",+1,,DEX,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,Balance is a passive feature that enhances the wearer's dexterity. ,Gain a +1 bonus to Dexterity  Saving throws and  Ability checks 
Balduran's Favour,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,Balduran's Favour is a passive feature that boosts the wearer's defenses. ,You have a +1 bonus to  Armour Class and  Saving throws. 
Balduran's Vitality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Balduran's Vitality is a passive feature that heals the wearer a little bit each turn. ,The helmet heals you 2⁠hit points at the beginning of every turn. 
Baneful Bond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,Bane,2 Turns,14,CHA,,,,,FALSE,TRUE,Baneful Bond is a passive feature that diminishes your target's combat capabilities on each hit. ,"On a hit, possibly  Bane your target. "
Baneful Strike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,Baneful Strike,2 Turns,,,,,,,TRUE,FALSE,Baneful Strike is a passive feature that applies a penalty to the user's targets when damaged by the user. ,"Whenever you deal damage with a weapon attack, the target receives a   -1d4 penalty to its  Saving throw against your next spell. "
Bardic Inspiration,,,,,,,,,,,,,,,,,,,,,,Bardic Inspiration,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,Bardic Inspiration is a passive feature that allows the user to bardically inspire their allies and influence the outcome of their rolls. ,Can use  Bardic Inspiration. 
Bardic Roll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Bardic Roll is a toggleable passive feature granted by having a Bardic Inspiration. ,Add a   +1d6 bonus to your next Ability Check. You expend your  Bardic Inspiration when the effect triggers. 
Battle Acuity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,Arcane Acuity,2 Turns,,,,,,,TRUE,FALSE,Battle Acuity is a passive feature that increases your spellcasting when you deal weapon damage. ,"Whenever you deal damage with a weapon attack, you gain  Arcane Acuity for 2 turns. "
Battlemage's Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,Arcane Acuity,2 Turns,,,,,,,TRUE,FALSE,Battlemage's Power is a passive feature that enhances the user's spellcasting whenever they damage a foe with a weapon attack spell. ,"When you hit a target with a spell or cantrip that uses a weapon, you gain  Arcane Acuity. "
Bear Heart,,,,,,,,,,,,,,,,,,,,,,"Rage: Bear Heart, Unrelenting Ferocity",,,,,,,"Bludgeoning, Piercing, Slashing, Acid, Cold, Fire, Force, Lightning, Necrotic, Poison, Radiant, Thunder",,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,Bear Heart is a passive feature that grants a Wildheart Barbarian a special version of Rage and another ability. ,"While  Raging, you can use  Unrelenting Ferocity, and have Resistance to all damage except Psychic damage. "
Beast Speech,,,,,,,,,,,,,,,,,,,,,,,Speak with Animals,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,Beast Speech is an Eldritch Invocation from the Warlock class. It allows you to cast Speak with Animals at will. ,"You can cast  Speak with Animals on yourself at will, without expending a Spell Slot. "
Beast Tamer,,,,,,,,,,,,,,,,,,,,,,,Find Familiar,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,Beast Tamer is a Ranger passive feature of Natural Explorer. You gain the spell  Find Familiar and can cast it at will without using a Spell Slot. ,You have cultivated a strong bond with animals. You can cast  Find Familiar without expending a spell slot. 
Become the Bulwark,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,No Protection,,FALSE,TRUE,Become the Bulwark is a passive feature that enhances the user's defence if they are not wearing any armour. ,You gain a +2 bonus to  Armour Class as long as you are not wearing armour or holding a shield. 
Beguiling Defences,,,,,,,,,,,,,,,,,,,,,,,,,,Charmed,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,Beguiling Defences is an Archfey Warlock passive feature that makes the Warlock immune to charm. ,"You have built stoic barriers in your heart and mind, and cannot be  Charmed. "
Beguiling Influence,,,,,,,,,,,,"Deception, Persuasion",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,Beguiling Influence is an Eldritch Invocation from the Warlock class. You gain the ability to invoke your patron's charm improve your Deception and Persuasion. ,You invoke your patron's bewitching charm. You gain Proficiency in Deception and Persuasion. 
Bend Luck,,,,,,,,,,,,,,,,,,,,,,Bend Luck,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,Bend Luck is a passive feature granted to Wild Magic Sorcerers. ,"When a creature you can see makes an Attack roll, Ability Check, or a  Saving throw, you can use your reaction and spend  2 Sorcery Points to roll 1d4, applying the number rolled as a bonus or penalty (your choice) to the creature's roll. "
Berserk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Berserk is a Flesh passive feature. This passive feature allows the entity to go  Berserk if its health diminishes. ,This entity will go  Berserk if its health diminishes. 
Bestial Fury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,"Bestial Fury is a Beast Master Ranger passive feature that enhances your companions by granting them the ability to make a second attack along with their first attack, similar to the  Extra Attack class feature. ",Grants all your companions an extra attack. 
Blazing Hide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,Burning,3 Turns,,,,,,,TRUE,FALSE,Blazing Hide is a passive feature found on Hellsboars that causes melee attackers to start burning. ,"When the hellsboar is hit with a melee attack, the attacker starts  Burning for 3 turns. "
Blessed Healer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Blessed Healer is a Life Domain Cleric passive feature that heals the Cleric whenever it heals someone other than itself for 2 + the spell's level⁠hit points. ,"Healing others heals you as well. When you cast a healing spell of Level 1 or higher on another creature, you regain hit points equal to 2 + the spell's level⁠hit points. "
Blessed Mercy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,Bless,2 Turns,,,,,,,TRUE,FALSE,Blessed Mercy is a passive feature that adds attack bonuses and saving throw bonuses when the wearer heals them. ,"When you heal a creature, it gains a   +1d4 bonus to Attack rolls and  Saving throws for 2 turns. "
Blessings of Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Blessings of Knowledge is a passive feature gained by the Knowledge Domain Cleric. ,"Gain Expertise in two of the following Skills:  Arcana,  History,  Nature, or  Religion. Your Proficiency Bonus is doubled for Ability Checks made using these Skills. "
Blightbringer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Blightbringer is a passive feature that deals extra damage against gnomes or dwarves. ,Attacking Gnomes or Dwarves with this weapon receives a 1d4 bonus to Attack and Damage rolls. 
Blind Immunity,,,,,,,,,,,,,,,,,,,,,,,,,,Blinded,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,Blind Immunity is a passive feature that prevents the wielder from being blinded. ,The wearer cannot be  Blinded. 
Blindsight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,"Blindsight is a passive feature that allows a creature to perceive its surroundings without sight. As an example, the Strange Ox has Blindsight. ",This creature can perceive its surroundings without relying on sight. 
Blood Thirst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Blood Thirst is a passive feature that allows the wearer to deal extra damage if they themselves are injured. ,"Unarmed and melee attacks will deal an extra 2⁠Necrotic damage as long as you don't have your full health. If you don't deal any damage this turn, you will take 1d4⁠Necrotic damage at the end of your turn. "
Blood-Curdling Emission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,Frightened,2 Turns,12,WIS,,,,,TRUE,FALSE,Blood-Curdling Emission is a passive feature that allows the weapon to scare its target. It deals extra damage and increases chance to hit against frightened targets. ,"On a hit, possibly inflict  Frightened. Gain a +1d4 bonus to attack and damage against Frightened creatures. "
Body Aid,,,Athletics,+1,,STR,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,Body Aid is a passive feature that improves the wearer's strength based abilities. ,Gain a +1 bonus to Strength  Saving throws and  Ability checks. 
Bolstering Smite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,Temporary Hit Points (Bolstering Smite),,,,,,,,TRUE,FALSE,Bolstering Smite is a passive feature that gives the wearer temporary hit points when they inflict a condition with a smite. ,"When you apply a condition with one of your Smite spells, you gain Temporary Hit Points equal to your Charisma modifier. Can only have temporary hit points from one source. "
Book of Ancient Secrets,,,,,,,,,,,,,,,,,,,,,,,"Chromatic Orb, Ray of Sickness, Silence",,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,Book of Ancient Secrets is an Eldritch Invocation from the Warlock class. You can inscribe magical rituals in your Book of Shadows. ,"You can inscribe magical rituals in your Book of Shadows. Gain  Ray of Sickness,  Chromatic Orb, and  Silence spells. You can cast them once per Long Rest and they don't expend spell slots "
Booming Blows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1d4,Thunder,,FALSE,,,,,,,,,FALSE,TRUE,Booming Blows is a passive feature that adds thunder damage to the wielder's unarmed attacks. ,Your unarmed attacks deal an additional 1d4⁠Thunder damage. 
Boon of the Raven Queen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,Feather Fall,Permanent,,,,,,1.5,FALSE,TRUE,Boon of the Raven Queen is a passive feature that boosts the wearer's shapeshifting ability and grants the ability to float down gracefully from a tall height. ,"While wearing the amulet, the wearer's jump and flying speed increase by  1.5 m / 5 ft, and they gain the  Feather Fall condition. Feather Fall's effect will persist while the wearer is  Polymorphed or Wild-Shaped. "
BOOOAL's Faithful,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,Bleeding,1 Turn,10,CON,,,,,FALSE,TRUE,BOOOAL's Faithful is a passive feature of the Kuo-Tua who worship BOOOAL and allows them to apply  Bleeding to their targets. ,Chance to apply Bleeding to targets. 
Booze Remedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Booze Remedy is a passive feature that keeps the wearer drunk for longer and lets them regain health. ,"While wearing this amulet, regain 2d4⁠hit points per turn while  Drunk. Additionally, increase the duration of your inebriation by 5 rounds. "
Born into Darkness,,,,,,,,,,,,,,,,,,,,,,,,,,Blinded,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,"Born into Darkness is a passive feature that allows this creature to see through magical and non-magical darkness, and cannot be Blinded. ","This creature can see through magical and non-magical darkness, and cannot be  Blinded. "
Bounty Hunter,,,,,,,,,,,,Investigation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,Bounty Hunter is a Ranger passive effect of Favoured Enemy. Your mastery at hunting bounties shines through. You gain proficiency in Investigation and enemies have Disadvantage on their saving throw vs Ensnaring Strike. ,Gain Proficiency in Investigation. Creatures you hit with  Ensnaring Strike (either ranged or melee) have  Disadvantage on their Saving Throw. 
Brand of the Absolute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,The Brand of the Absolute is an optional permanent bonus that leads to unique dialogue options and powerful item interactions.,The Brand of the Absolute is an optional permanent bonus that leads to unique dialogue options and powerful item interactions.
Brave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Brave is a passive feature available to all Halflings. It grants them Advantage on Saving Throws against being Frightened. ,You have  Advantage on Saving Throws against  Frightened. 
Brave (Liara Portyr),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Brave is a passive feature available to Liara Portyr. ,A stalwart heart grants the affected entity  Advantage on Saving Throws against being  Frightened. 
Break the Unbroken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Break the Unbroken is a passive feature that increase damage against undamaged targets. ,Deals an additional 1d8⁠Piercing to targets that still have all their hit points. 
Breezeswift Speed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,Swift as Wind,1 Turn,,,,,,,TRUE,FALSE,Breezeswift Speed is a passive feature that increases a monk's attacks. ,"While using  Step of the Wind, your next Attack roll has  Advantage and deals an additional 1d8⁠Force damage. "
Browbeaten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,Browbeaten,,,,,,,,TRUE,FALSE,Browbeaten is a passive feature that enhances defense against spells while threatened by a nearby enemy. ,The wearer gains a +1 bonus to spell save DC while  Threatened. 
Brutal Critical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Brutal Critical is a Barbarian passive feature. The barbarian makes their critical hits even deadlier. ,"You've trained to strike swift and true. When you land a Critical Hit, you roll an extra damage die as well as the normal additional critical die. "
Brute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Brute is a Bugbear passive feature that causes them to deal extra damage with melee weapons. ,Deals an extra 1d8⁠Physical when attacking with a melee weapon. 
Bull's Strength,,,,,,,,,STR,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,Bull's Strength is a passive feature that increases your strength. ,"You gain  Bull's Strength and increase your  Strength by 2, to a maximum of 20. "
Burned Alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Burned Alive is a passive feature that deals additional magical ⁠Weapon damage to targets that are Burning. ,Deals an additional 1d4⁠Weapon damage to  Burning targets. 
Callous Glow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Callous Glow is a passive feature that adds damage to targets that are illuminated. ,The wearer deals an additional 2 points of ⁠Radiant[See: Bugs] damage against creatures that are illuminated. 
Careful Veil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Careful Veil is a passive feature unique to Poltergeists. ,This creature has  Disadvantage on Dexterity  Saving throws while  Invisible. 
Caretaker's Care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Acid,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,Caretaker's Care is a passive feature that provides protection against Acid surfaces and damage. ,"Acidic surfaces don't affect you, and you are Resistant to ⁠Acid damage. "
Cat's Grace,,Cat's Grace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,Cat's Grace is a passive feature that enhances your dexterity as well as others. ,"You gain  Cat's Grace and increase your  Dexterity by 2, to a maximum of 20. "
Caustic Reprisal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Caustic Reprisal is a passive feature that retaliates against an attacker that hits the wearer. ,"Whenever a creature deals melee damage to the wearer, that creature takes 1d4⁠Acid Damage. "
Caustic Strikes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melee,4d8,Acid,,,,,,,,FALSE,Paralysed,1 Turn,15,CON,,,,,FALSE,TRUE,Caustic Strikes is a feature available to the Strange Ox in Tactician difficulty and above. It significantly increases the power of its melee attacks. ,This creature's attack deals additional 4d8⁠Acid damage and may inflict Paralysed. 
Cauteriser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1d4,Fire,,,,,,,,FALSE,Burning,2 Turns,13,CON,,,,,FALSE,TRUE,Cauteriser is a passive feature that causes the weapon to deal additional fire damage and burn targets. ,"Deals an additional 1d4⁠Fire. On a hit, the target starts  Burning unless it succeeds a Constitution  Saving throw. "
Cautious Healer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,Disengage,1 Turn,,,,,,,TRUE,FALSE,Cautious Healer is a passive feature that lets the user automatically escape an enemy after healing. ,"When the wearer heals a creature, it automatically  Disengages and won't trigger  Opportunity Attacks. "
Channel Divinity: Guided Strike,,,,,,,,,,,,,,,,,,,,,,Guided Strike,,,,,,,,,,,,,,10,,,,,,FALSE,,,,,,,,,FALSE,TRUE,Channel Divinity: Guided Strike is a passive feature used by  Adrielle. It allows her to use her Channel Divinity Charges to grant +10 to their next attack roll. ,Channel the guidance of your god to strike with supernatural accuracy. You gain a +10 bonus to your Attack roll. 
Channel Divinity: Touch of Death,,,,,,,,,,,,,,,,,,,,,,Touch of Death,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Channel Divinity: Touch of Death is a Death Domain Cleric passive feature that allows the user to deal extra Necrotic damage with your melee attack. ,"When hitting a creature with a melee attack,  Channel Divinity Charge can be used to deal extra 5 + 2 × (Cleric level)⁠Necrotic damage. "
