Name,Image,Location,Attack Type,Type,Rarity,Weight,Cost,Range,Hold Type,Finesse,Light,Thrown,Ench.,DMG Type 1,DMG1 1H,DMG1 2H,DMG Type 2,DMG2,DMG Type 3,DMG3,Spell,Level,Recharge,Weapon Action,Action,Recharge,Features,Off-hand Only Feature,Off-hand Action,Resistance,AC Bonus,Act,Usable,DONE,,,Melee,Ranged
Trident of the Waves,,,Melee,Tridents,Rare,1.8kg,630,1.5m,Versatile,FALSE,FALSE,TRUE,1,Piercing,1d6,1d8,Cold,1d4,,,,,,"Rush Attack, Piercing Strike, Disarming Strike",Main Hand Attack,,The Water Caller,,,,,3,TRUE,TRUE,Trident of the Waves is a +1 Trident. It creates a Water surface around the target and also applies the Wet condition.,,Warhammer,
Nyrulna,,,Melee,Tridents,Very Rare,1.8kg,840,1.5m,Versatile,FALSE,FALSE,TRUE,3,Piercing,1d6,1d8,Thunder,1d6,,,,,,"Piercing Strike, Maiming Strike, Zephyr Break, Zephyr Flash",Main Hand Attack,Short Rest,"Zephyr Connection, Veil of the Wind, Nyrulna: Glowing",,,,,3,TRUE,TRUE,Nyrulna is a legendary +3 Trident which can be thrown to create an explosion that deals Thunder damage in an area. It grants additional movement speed and jump distance and returns to the wielder after being thrown.,,Ceremonial Warhammer,
Azer Warhammer,,,Melee,Warhammers,Common,2.7kg,0,1.5m,Versatile,FALSE,FALSE,FALSE,,Bludgeoning,1d8,1d10,Fire,1d6,,,,,,"Backbreaker, Concussive Smash, Weakening Strike, Overheat",Main Hand Attack,,,,,,,,TRUE,TRUE,Hits with this weapon deal an additional 1d6⁠⁠Fire damage.,,Faithbreaker,
Pactbound Warhammer,,,Melee,Warhammers,Common,2.7kg,0,1.5m,Versatile,FALSE,FALSE,FALSE,,Bludgeoning,1d8,1d10,,,,,,,,"Backbreaker, Concussive Smash, Weakening Strike",Main Hand Attack,,,,,,,,TRUE,TRUE,"A summoned weapon from Pact of the Blade. It uses the wielder's Charisma modifier, and its damage is magical.",,Intransigent Warhammer,
Warhammer,,,Melee,Warhammers,Common,2.7kg,50,1.5m,Versatile,FALSE,FALSE,FALSE,,Bludgeoning,1d8,1d10,,,,,,,,"Backbreaker, Concussive Smash, Weakening Strike",Main Hand Attack,,,,,,,,TRUE,TRUE,"Warhammer is a mundane, nonmagical variant of the Warhammers family of weapons. It is a martial melee weapon that can be wielded in one hand, or with both hands for extra damage.",,Warhammer +1,
Ceremonial Warhammer,,,Melee,Warhammers,Uncommon,2.7kg,65,1.5m,Versatile,FALSE,FALSE,FALSE,1,Bludgeoning,1d8,1d10,,,,,,,,"Backbreaker, Concussive Smash, Weakening Strike",Main Hand Attack,,,,,,,2,TRUE,TRUE,"Ceremonial Warhammer is an uncommon, lightly enchanted (+1) Warhammer. While functionally the same as a Warhammer +1, it is used for solving the puzzle inside the Rosymorn Monastery chapel.",,Charge-Bound Warhammer,
Faithbreaker,,,Melee,Warhammers,Uncommon,2.7kg,300,1.5m,Versatile,FALSE,FALSE,FALSE,1,Bludgeoning,1d8,1d10,,,,,,,,"Backbreaker, Concussive Smash, Weakening Strike, Absolute Power",Main Hand Attack,Short Rest,,,,,,1,TRUE,TRUE,"Faithbreaker is an uncommon +1 Warhammer that grants the Absolute Power weapon action, which deals additional Force damage and possibly pushes them back.",,Clown Hammer,
Intransigent Warhammer,,,Melee,Warhammers,Uncommon,2.7kg,100,1.5m,Versatile,FALSE,FALSE,FALSE,,Bludgeoning,1d8,1d10,,,,,,,,"Backbreaker, Concussive Smash, Weakening Strike",Main Hand Attack,,Impulse Blast,,,,,1,TRUE,TRUE,Intransigent Warhammer is an uncommon Warhammer that knocks nearby foes Prone after killing a hostile target or landing a Critical Hit.,,Hammer of the Just,
Warhammer +1,,,Melee,Warhammers,Uncommon,2.7kg,65,1.5m,Versatile,FALSE,FALSE,FALSE,1,Bludgeoning,1d8,1d10,,,,,,,,"Backbreaker, Concussive Smash, Weakening Strike",Main Hand Attack,,,,,,,,TRUE,TRUE,"Warhammer +1 is an uncommon, lightly enchanted (+1) variant of the Warhammers family of weapons. It is a martial melee weapon that can be wielded in one hand, or with both hands for extra damage.",,Ketheric's Warhammer,
Charge-Bound Warhammer,,,Melee,Warhammers,Rare,2.7kg,310,1.5m,Versatile,FALSE,FALSE,FALSE,1,Bludgeoning,1d8,1d10,,,,,,,,"Backbreaker, Concussive Smash, Weakening Strike",Main Hand Attack,,"Favoured Weapon, Galvanic Currents",,,,,2,TRUE,FALSE,"Charge-Bound Warhammer is a rare +1 Warhammer with +1 bonus to damage and Attack Rolls, and deals additional 1d6⁠⁠Lightning damage. This hammer's magical powers only function if it's Bound to an Eldritch Knight or is a Warlock's Pact Weapon.",,Warhammer +2,
Clown Hammer,,,Melee,Warhammers,Rare,2.7kg,310,1.5m,Versatile,FALSE,FALSE,FALSE,2,Bludgeoning,1d8,1d10,,,,,,,,"Backbreaker, Concussive Smash, Weakening Strike",Main Hand Attack,,Grim Irony,,,,,3,TRUE,TRUE,"Clown Hammer is a rare +2 Warhammer that forces both the wielder and the target to make a Wisdom Saving Throw on a critical hit, or else fall down laughing.",,Dwarven Thrower,
Hammer of the Just,,,Melee,Warhammers,Rare,2.7kg,310,1.5m,Versatile,FALSE,FALSE,FALSE,2,Bludgeoning,1d8,1d10,Radiant,1d4,,,Detect Thoughts,1,Long Rest,"Backbreaker, Concussive Smash, Weakening Strike",Main Hand Attack,,Slay the Wicked (Bludgeoning),,,,,3,TRUE,TRUE,Hammer of the Just is a rare +2 Warhammer which allows the wielder to cast Detect Thoughts and deals additional Radiant damage. It also deals additional Bludgeoning damage to Fiends and Undead.,,Orphic Hammer,
Ketheric's Warhammer,,,Melee,Warhammers,Rare,2.7kg,310,1.5m,Versatile,FALSE,FALSE,FALSE,1,Bludgeoning,1d8,1d10,Psychic,1d4,,,,,,"Backbreaker, Concussive Smash, Weakening Strike",Main Hand Attack,,,,,,,2,TRUE,TRUE,"Ketheric's Warhammer is a rare, lightly enchanted (+1) variant of the Warhammers family of weapons. It is a martial melee weapon that can be wielded in one hand, or with both hands for extra damage.",,Glaive,
Warhammer +2,,,Melee,Warhammers,Rare,2.7kg,155,1.5m,Versatile,FALSE,FALSE,FALSE,2,Bludgeoning,1d8,1d10,,,,,,,,"Backbreaker, Concussive Smash, Weakening Strike",Main Hand Attack,,,,,,,,TRUE,TRUE,"Warhammer +2 is a rare, moderately enchanted (+2) variant of the Warhammers family of weapons. It is a martial melee weapon that can be wielded in one hand, or with both hands for extra damage.",,Pactbound Glaive,
Dwarven Thrower,,,Melee,Warhammers,Very Rare,2.7kg,770,1.5m,Versatile,FALSE,FALSE,TRUE,2,Bludgeoning,1d8,1d10,,,,,,,,"Backbreaker, Concussive Smash, Weakening Strike",Main Hand Attack,,"Homing Weapon, Dwarven Thrower",,,,,3,TRUE,TRUE,"Dwarven Thrower is a very rare +2 Warhammer that returns to the wielder when thrown,[1] and deals extra damage if the wielder is a Dwarf [2] or the target is Large or greater.",,Rusty Glaive,
Orphic Hammer,,,Melee,Warhammers,Story Item,2.7kg,770,1.5m,Versatile,FALSE,FALSE,FALSE,3,Bludgeoning,1d8,1d10,,,,,,,,"Backbreaker, Concussive Smash, Weakening Strike, Unshackling Strike",Main Hand Attack,,Spell Resistance,,,,,3,TRUE,TRUE,"The Orphic Hammer is a legendary, plot-critical +3 Warhammer with the power to shatter infernal bonds. It also grants the wielder Advantage on saving throws vs spells.",,Glaive +1,
Glaive,,,Melee,Glaives,Common,2.7kg,65,2.5m,Two-Handed,FALSE,FALSE,FALSE,,Slashing,1d10,1d10,,,,,,,,"Rush Attack, Lacerate, Brace (Melee)",Main Hand Attack,,,,,,,,TRUE,TRUE,Glaive is a common variant of the Glaives family of weapons.,,Drakethroat Glaive,
Pactbound Glaive,,,Melee,Glaives,Common,2.7kg,0,2.5m,Two-Handed,FALSE,FALSE,FALSE,,Slashing,1d10,1d10,,,,,,,,"Rush Attack, Lacerate, Brace (Melee)",Main Hand Attack,,,,,,,,TRUE,TRUE,"A summoned weapon from Pact of the Blade. It uses the wielder's Charisma modifier, and its damage is magical.",,Monster Slayer Glaive,
Rusty Glaive,,,Melee,Glaives,Common,2.7kg,6,2.5m,Two-Handed,FALSE,FALSE,FALSE,,Slashing,1d10,1d10,,,,,,,,"Rush Attack, Lacerate, Brace (Melee)",Main Hand Attack,,,,,,,,TRUE,TRUE,Rusty Glaive is a common variant of the Glaives family of weapons. It is a martial melee weapon that's wielded with both hands. It gives the user extra reach in melee combat.,,Moonlight Glaive,
Glaive +1,,,Melee,Glaives,Uncommon,2.7kg,85,2.5m,Two-Handed,FALSE,FALSE,FALSE,1,Slashing,1d10,1d10,,,,,,,,"Rush Attack, Lacerate, Brace (Melee)",Main Hand Attack,,,,,,,,TRUE,TRUE,"Glaive +1 is an uncommon, lightly enchanted (+1) Glaive.",,Sorrow,
Drakethroat Glaive,,,Melee,Glaives,Rare,2.7kg,960,2.5m,Two-Handed,FALSE,FALSE,FALSE,2,Slashing,1d10,1d10,,,,,Draconic Elemental Weapon,3,Long Rest,"Rush Attack, Lacerate, Brace (Melee)",Main Hand Attack,,Vicious Dragon Breath,,,,,2,TRUE,TRUE,Drakethroat Glaive is a rare +2 Glaive that grants its wielder the Draconic Elemental Weapon weapon action and a bonus to Dragonborn breath racial actions.,,The Dancing Breeze,
Monster Slayer Glaive,,,Melee,Glaives,Rare,2.7kg,380,2.5m,Two-Handed,FALSE,FALSE,FALSE,1,Slashing,1d10,1d10,,,,,,,,"Rush Attack, Lacerate, Brace (Melee)",Main Hand Attack,,"Monsterslayer, Refined Vaulting (Monster Slayer Glaive)",,,,,1,TRUE,TRUE,Monster Slayer Glaive is a rare +1 Glaive that deals additional damage against Monstrosities and increases its wielder's Jump distance.,,Greataxe,
Moonlight Glaive,,,Melee,Glaives,Rare,2.7kg,380,2.5m,Two-Handed,FALSE,FALSE,FALSE,2,Slashing,1d10,1d10,Radiant,1d4,,,,,,"Rush Attack, Lacerate, Brace (Melee), Moonlight Butterflies",Main Hand Attack,Short Rest,Moonlight Glaive: Glowing,,,,,2,TRUE,TRUE,"Moonlight Glaive is a rare +2 Glaive that deals additional Radiant damage, has a permanent Light effect, and grants its wielder the Moonlight Butterflies weapon action.",,Exterminator's Axe,
Sorrow,,,Melee,Glaives,Rare,2.7kg,380,2.5m,Two-Handed,FALSE,FALSE,FALSE,1,Slashing,1d10,1d10,,,,,Sorrowful Lash,,Per Turn,"Rush Attack, Lacerate, Brace (Melee)",Main Hand Attack,,,,,,,1,TRUE,TRUE,Sorrow is a rare +1 Glaive that grants its wielder the Sorrowful Lash cantrip as Bonus Action once per turn.,,Greataxe +1,
The Dancing Breeze,,,Melee,Glaives,Very Rare,2.7kg,960,2.5m,Two-Handed,FALSE,FALSE,FALSE,2,Slashing,1d10,1d10,,,,,,,,"Rush Attack, Lacerate, Brace (Melee), Whirlwind Attack (Weapon Action)",Main Hand Attack,Short Rest,,,,,,3,TRUE,TRUE,"The Dancing Breeze is a very rare +2 Glaive that grants its wielder the Whirlwind Attack weapon action, which strikes all nearby targets.",,The Undead Bane,
Greataxe,,,Melee,Greataxes,Common,3.2kg,65,1.5m,Two-Handed,FALSE,FALSE,FALSE,,Slashing,1d12,1d12,,,,,,,,"Cleave, Lacerate, Prepare",Main Hand Attack,,,,,,,,TRUE,TRUE,Greataxe is a common variant of the Greataxes family of weapons.,,Very Heavy Greataxe,
Exterminator's Axe,,,Melee,Greataxes,Uncommon,3.2kg,130,1.5m,Two-Handed,FALSE,FALSE,FALSE,,Slashing,1d12,1d12,,,,,,,,"Cleave, Lacerate, Prepare",Main Hand Attack,,Scourge of Pests,,,,,1,TRUE,TRUE,"Exterminator's Axe is an uncommon Greataxe that deals additional Fire damage to Plants, Insects, and Small creatures.",,Blooded Greataxe,
Greataxe +1,,,Melee,Greataxes,Uncommon,3.2kg,85,1.5m,Two-Handed,FALSE,FALSE,FALSE,1,Slashing,1d12,1d12,,,,,,,,"Cleave, Lacerate, Prepare",Main Hand Attack,,,,,,,,TRUE,TRUE,"Greataxe +1 is an uncommon, lightly enchanted (+1) Greataxe.",,Defender Greataxe,
The Undead Bane,,,Melee,Greataxes,Uncommon,3.2kg,130,1.5m,Two-Handed,FALSE,FALSE,FALSE,1,Slashing,1d12,1d12,,,,,,,,"Cleave, Lacerate, Prepare, Profane Scourge",Main Hand Attack,Short Rest,Slay the Wicked,,,,,3,TRUE,TRUE,The Undead Bane is an uncommon +1 Greataxe that deals additional Slashing damage against Fiends and Undead and grants its wielder the Profane Scourge weapon action.,,Greataxe +2,
Very Heavy Greataxe,,,Melee,Greataxes,Uncommon,9.0kg,130,1.5m,Two-Handed,FALSE,FALSE,FALSE,1,Slashing,1d12,1d12,,,,,,,,"Lacerate, Prepare, Gargantuan Cleave",Main Hand Attack,Short Rest,,,,,,1,TRUE,TRUE,"Very Heavy Greataxe is an uncommon +1 Greataxe that grants its wielder the Gargantuan Cleave weapon action, which can strike multiple targets but make the wielder Off-Balanced for 1 turn.",,Hellfire Greataxe,
Blooded Greataxe,,,Melee,Greataxes,Rare,3.2kg,380,1.5m,Two-Handed,FALSE,FALSE,FALSE,1,Slashing,1d12,1d12,,,,,,,,"Cleave, Lacerate, Prepare",Main Hand Attack,,Relentless Revenge,,,,,1,TRUE,TRUE,Blooded Greataxe is a rare +1 Greataxe that deals additional Slashing damage when the wielder has 50% hit points or less.,,Sethan,
Defender Greataxe,,,Melee,Greataxes,Rare,3.2kg,380,1.5m,Two-Handed,FALSE,FALSE,FALSE,2,Slashing,1d12,1d12,,,,,,,,"Cleave, Lacerate, Prepare",Main Hand Attack,,Defensive Attack,,,,,2,TRUE,TRUE,Defender Greataxe is a rare +2 Greataxe that can be reduced in its enchantment on the first attack of the round to increase wielder's Armour Class and saving throw bonus.,,Greatsword,
Greataxe +2,,,Melee,Greataxes,Rare,3.2kg,190,1.5m,Two-Handed,FALSE,FALSE,FALSE,2,Slashing,1d12,1d12,,,,,,,,"Cleave, Lacerate, Prepare",Main Hand Attack,,,,,,,,TRUE,TRUE,"Greataxe +2 is a rare, moderately enchanted (+2) Greataxe.",,Greatsword +1 (Common),
Hellfire Greataxe,,,Melee,Greataxes,Very Rare,3.2kg,960,1.5m,Two-Handed,FALSE,FALSE,FALSE,2,Slashing,1d12,1d12,Fire,1d6,,,Hellflame Cleave,,,"Cleave, Lacerate, Prepare",Main Hand Attack,Short Rest,Thermodynamo,,,,,3,TRUE,TRUE,"Hellfire Greataxe is a very rare +2 Greataxe that deals additional Fire damage, afflicts its wielder with Heat on each successful hit, and grants the Hellflame Cleave weapon action.",,Pactbound Greatsword,
Sethan,,,Melee,Greataxes,Very Rare,3.2kg,960,1.5m,Two-Handed,FALSE,FALSE,FALSE,2,Slashing,1d12,1d12,,,,,"Sethan: Spiritual Greataxe, Sethan: Reduce","6,2",Long Rest,"Cleave, Lacerate, Prepare",Main Hand Attack,,,,,,,3,TRUE,FALSE,Sethan is a very rare +2 Greataxe that grants its wielder the Sethan: Spiritual Greataxe and Sethan: Reduce weapon actions.,,Reinforced Greatsword,
Greatsword,,,Melee,Greatswords,Common,2.7kg,65,1.5m,Two-Handed,FALSE,FALSE,FALSE,,Slashing,2d6,2d6,,,,,,,,"Pommel Strike, Lacerate, Cleave",Main Hand Attack,,,,,,,,TRUE,TRUE,Greatsword is a common variant of the Greatswords family of weapons.,,Rusty Greatsword,
Greatsword +1 (Common),,,Melee,Greatswords,Common,2.7kg,65,1.5m,Two-Handed,FALSE,FALSE,FALSE,,Slashing,2d6,2d6,,,,,,,,"Pommel Strike, Lacerate, Cleave",Main Hand Attack,,,,,,,,TRUE,TRUE,Greatsword +1 is a common variant of the Greatswords family of weapons.,,Everburn Blade,
Pactbound Greatsword,,,Melee,Greatswords,Common,2.7kg,0,1.5m,Two-Handed,FALSE,FALSE,FALSE,,Slashing,2d6,2d6,,,,,,,,"Pommel Strike, Lacerate, Cleave",Main Hand Attack,,,,,,,,TRUE,TRUE,"A summoned weapon from Pact of the Blade. It uses the wielder's Charisma modifier, and its damage is magical.",,Githyanki Greatsword,
Reinforced Greatsword,,,Melee,Greatswords,Common,2.7kg,65,1.5m,Two-Handed,FALSE,FALSE,FALSE,,Slashing,2d6,2d6,,,,,,,,"Pommel Strike, Lacerate, Cleave",Main Hand Attack,,,,,,,,TRUE,TRUE,Reinforced Greatsword is a common variant of the Greatswords family of weapons.,,Githyanki Greatsword (Psionic),
Rusty Greatsword,,,Melee,Greatswords,Common,2.7kg,6,1.5m,Two-Handed,FALSE,FALSE,FALSE,,Slashing,2d6,2d6,,,,,,,,"Pommel Strike, Lacerate, Cleave",Main Hand Attack,,,,,,,,TRUE,TRUE,Rusty Greatsword is a common variant of the Greatswords family of weapons.,,Greatsword +1,
Watcher Greatsword,,,Melee,Greatswords,Common,2.7kg,65,1.5m,Two-Handed,FALSE,FALSE,FALSE,,Slashing,3d12,3d12,,,,,,,,,Main Hand Attack,,,,,,,,FALSE,TRUE,Watcher Greatsword is a common greatsword. It can only be wielded by Steel Watchers.,,Svartlebee's Woundseeker,
Everburn Blade,,,Melee,Greatswords,Uncommon,2.7kg,130,1.5m,Two-Handed,FALSE,FALSE,FALSE,,Slashing,2d6,2d6,Fire,1d4,,,,,,"Pommel Strike, Lacerate, Cleave",Main Hand Attack,,,,,,,,TRUE,TRUE,Everburn Blade is an uncommon greatsword that deals additional ⁠⁠Fire damage.,,Sword of Justice,
Githyanki Greatsword,,,Melee,Greatswords,Uncommon,2.7kg,85,1.5m,Two-Handed,FALSE,FALSE,FALSE,1,Slashing,2d6,2d6,,,,,,,,"Pommel Strike, Lacerate, Cleave",Main Hand Attack,,,,,,,,TRUE,TRUE,"The Githyanki Greatsword is an uncommon, lightly enchanted (+1) greatsword.",,Jorgoral's Greatsword,
Githyanki Greatsword (Psionic),,,Melee,Greatswords,Uncommon,2.7kg,130,1.5m,Two-Handed,FALSE,FALSE,FALSE,1,Slashing,2d6,2d6,Psychic,1d4,,,,,,"Pommel Strike, Lacerate, Cleave",Main Hand Attack,,Githborn Psionic Weapon,,,,,1,TRUE,TRUE,Githyanki Greatsword is an uncommon +1 greatsword that deals additional Psychic damage when wielded by a githyanki.,,Soulbreaker Greatsword,
Greatsword +1,,,Melee,Greatswords,Uncommon,2.7kg,85,1.5m,Two-Handed,FALSE,FALSE,FALSE,1,Slashing,2d6,2d6,,,,,,,,"Pommel Strike, Lacerate, Cleave",Main Hand Attack,,,,,,,,TRUE,TRUE,"Greatsword +1 is an uncommon, lightly enchanted Greatsword.",,Sussur Greatsword,
Svartlebee's Woundseeker,,,Melee,Greatswords,Uncommon,2.7kg,130,1.5m,Two-Handed,FALSE,FALSE,FALSE,1,Slashing,2d6,2d6,,,,,,,,"Pommel Strike, Lacerate, Cleave",Main Hand Attack,,Deepen the Wound,,,,,1,TRUE,TRUE,Svartlebee's Woundseeker is an uncommon +1 greatsword that grants its wielder bonus to Attack Rolls against already damaged creatures.,,Sword of Chaos,
Sword of Justice,,,Melee,Greatswords,Uncommon,2.7kg,130,1.5m,Two-Handed,FALSE,FALSE,FALSE,1,Slashing,2d6,2d6,,,,,Tyr's Protection,1,Short Rest,"Pommel Strike, Lacerate, Cleave",Main Hand Attack,,,,,,,1,TRUE,TRUE,Sword of Justice is an uncommon +1 greatsword that grants its wielder the Tyr's Protection spell.,,Balduran's Giantslayer,
Jorgoral's Greatsword,,,Melee,Greatswords,Rare,2.7kg,380,1.5m,Two-Handed,FALSE,FALSE,FALSE,1,Slashing,2d6,2d6,,,,,,,,"Pommel Strike, Lacerate, Cleave, Colossal Onslaught",Main Hand Attack,Short Rest,,,,,,1,TRUE,TRUE,Jorgoral's Greatsword is a rare +1 greatsword that grants its wielder the Colossal Onslaught weapon action.,,Silver Sword of the Astral Plane,
Soulbreaker Greatsword,,,Melee,Greatswords,Rare,2.7kg,380,1.5m,Two-Handed,FALSE,FALSE,FALSE,1,Slashing,2d6,2d6,,,,,,,,"Pommel Strike, Lacerate, Cleave, Soulbreaker",Main Hand Attack,Short Rest,"Githborn Psionic Weapon, Seldom Caught Unawares (+2)",,,,,2,TRUE,TRUE,Soulbreaker Greatsword is a rare +1 greatsword that grants its wielder the Soulbreaker weapon action and a bonus to Initiative rolls; it also deals additional Psychic damage when wielded by a githyanki.,,Halberd,
Sussur Greatsword,,,Melee,Greatswords,Rare,2.7kg,150,1.5m,Two-Handed,FALSE,FALSE,FALSE,1,Slashing,2d6,2d6,,,,,,,,"Pommel Strike, Lacerate, Cleave",Main Hand Attack,,,,,,,1,TRUE,FALSE,"Sussur Greatsword is a rare +1 Greatsword, which can Silence targets on hit.",,Rusty Halberd,
Sword of Chaos,,,Melee,Greatswords,Very Rare,2.7kg,960,1.5m,Two-Handed,FALSE,FALSE,FALSE,2,Slashing,2d6,2d6,Necrotic,1d4,,,,,,"Pommel Strike, Lacerate, Cleave, Rush Attack",Main Hand Attack,,Chaos,,,,,3,TRUE,TRUE,Sword of Chaos is a very rare +2 greatsword which deals additional ⁠⁠Necrotic damage and also restores a portion of the wielder's health on each successful hit.,,Halberd +1,
Balduran's Giantslayer,,,Melee,Greatswords,Story Item,2.7kg,1300,1.5m,Two-Handed,FALSE,FALSE,FALSE,3,Slashing,2d6,2d6,,,,,,,,"Pommel Strike, Lacerate, Cleave, Topple the Big Folk","Giant Form, Main Hand Attack",Short Rest,Giantslayer,,,,,3,TRUE,TRUE,"Balduran's Giantslayer is a legendary +3 Greatsword that receives doubled damage bonus from Strength, grants its wielder the Giant Form class action and the Topple the Big Folk weapon action, as well as Advantage on attack rolls against Large, Huge, and Gargantuan creatures.",,Light of Creation,
Silver Sword of the Astral Plane,,,Melee,Greatswords,Story Item,2.7kg,1300,1.5m,Two-Handed,FALSE,FALSE,FALSE,3,Slashing,2d6,2d6,,,,,,,,"Pommel Strike, Lacerate, Cleave, Soulbreaker",Main Hand Attack,Short Rest,"Githborn Psionic Resistance, Githborn Psionic Weapon (1d6)",,,,,3,TRUE,TRUE,The Silver Sword of the Astral Plane is a legendary +3 Greatsword which grants its wielder the Soulbreaker weapon action and provides special bonuses when wielded by a githyanki.,,Merregon Halberd,
Halberd,,,Melee,Halberds,Common,2.7kg,65,2.5m,Two-Handed,FALSE,FALSE,FALSE,,Slashing,1d10,1d10,,,,,,,,"Rush Attack, Lacerate, Cleave",Main Hand Attack,,,,,,,,TRUE,TRUE,Halberd is a common variant of the Halberds family of weapons.,,The Skinburster,
Rusty Halberd,,,Melee,Halberds,Common,2.7kg,6,2.5m,Two-Handed,FALSE,FALSE,FALSE,,Slashing,1d10,1d10,,,,,,,,"Rush Attack, Lacerate, Cleave",Main Hand Attack,,,,,,,,TRUE,TRUE,Rusty Halberd is a common variant of the Halberds family of weapons. It is a martial melee weapon that's wielded with both hands. It gives the user extra reach in melee combat.,,Harmonium Halberd,
Halberd +1,,,Melee,Halberds,Uncommon,2.7kg,85,2.5m,Two-Handed,FALSE,FALSE,FALSE,1,Slashing,1d10,1d10,,,,,,,,"Rush Attack, Lacerate, Cleave",Main Hand Attack,,,,,,,,TRUE,TRUE,"Halberd +1 is an uncommon, lightly enchanted (+1) Halberd.",,Hellbeard Halberd,
Light of Creation,,,Melee,Halberds,Uncommon,2.7kg,130,2.5m,Two-Handed,FALSE,FALSE,FALSE,1,Slashing,1d10,1d10,Lightning,1d6,,,,,,"Rush Attack, Lacerate, Cleave",Main Hand Attack,,Overcharge,,,,,1,TRUE,TRUE,"Light of Creation is an uncommon +1 Halberd that deals additional Lightning damage, but has a chance to Stun its wielder on each successful attack.",,Halberd of Vigilance,
Merregon Halberd,,,Melee,Halberds,Uncommon,2.7kg,85,2.5m,Two-Handed,FALSE,FALSE,FALSE,1,Slashing,1d10,1d10,,,,,,,,"Rush Attack, Lacerate, Cleave",Main Hand Attack,,,,,,,,TRUE,TRUE,"Merregon Halberd is an uncommon, lightly enchanted (+1) Halberd.",,Maul,
The Skinburster,,,Melee,Halberds,Uncommon,2.7kg,130,2.5m,Two-Handed,FALSE,FALSE,FALSE,1,Slashing,1d10,1d10,,,,,,,,"Rush Attack, Lacerate, Cleave",Main Hand Attack,,Skinburster Force,,,,,2,TRUE,TRUE,The Skinburster is an uncommon +1 Halberd that grants its wielder Force Conduit on each successful hit.,,Pactbound Maul,
Harmonium Halberd,,,Melee,Halberds,Rare,2.7kg,380,2.5m,Two-Handed,FALSE,FALSE,FALSE,1,Slashing,1d10,1d10,,,,,,,,"Rush Attack, Lacerate, Cleave",Main Hand Attack,,,,,,,2,TRUE,FALSE,Harmonium Halberd is a rare +1 Halberd that grants its wielder additional Strength at the cost of some Intelligence and Wisdom.,,Rusty Maul,
Hellbeard Halberd,,,Melee,Halberds,Rare,2.7kg,380,2.5m,Two-Handed,FALSE,FALSE,FALSE,2,Slashing,1d10,1d10,Poison,6,,,,,,"Rush Attack, Lacerate, Cleave",Main Hand Attack,,,,,,,3,TRUE,TRUE,Hellbeard Halberd is a rare +2 Halberd which deals additional ⁠Poison damage and possibly Poisons the target.,,Doom Hammer,
Halberd of Vigilance,,,Melee,Halberds,Very Rare,2.7kg,960,2.5m,Two-Handed,FALSE,FALSE,FALSE,2,Slashing,1d10,1d10,Force,1d4,,,,,,"Rush Attack, Lacerate, Cleave",Main Hand Attack,,"Sentinel Weapon, Adroit Reflexes",,,,,2,TRUE,TRUE,"Halberd of Vigilance is a very rare +2 Halberd that deals additional Force damage, gives a bonus to Initiative, and grants Advantage on Perception checks and Reactions.",,Hamarhraft,
Maul,,,Melee,Mauls,Common,4.5kg,40,1.5m,Two-Handed,FALSE,FALSE,FALSE,,Bludgeoning,2d6,2d6,,,,,,,,"Backbreaker, Concussive Smash, Tenacity",Main Hand Attack,,,,,,,,TRUE,TRUE,Maul is a common variant of the Mauls family of weapons.,,Maul +1,
Pactbound Maul,,,Melee,Mauls,Common,4.5kg,0,1.5m,Two-Handed,FALSE,FALSE,FALSE,,Bludgeoning,2d6,2d6,,,,,,,,"Backbreaker, Concussive Smash, Tenacity",Main Hand Attack,,,,,,,,TRUE,TRUE,"A weapon summoned by Hexblades with the Pact of the Blade. It uses the wielder's Charisma modifier, and its damage is magical.",,Corpsegrinder,
Rusty Maul,,,Melee,Mauls,Common,4.5kg,3,1.5m,Two-Handed,FALSE,FALSE,FALSE,,Bludgeoning,2d6,2d6,,,,,,,,"Backbreaker, Concussive Smash, Tenacity",Main Hand Attack,,,,,,,,TRUE,TRUE,Rusty Maul is a common variant of the Mauls family of weapons. It is a martial melee weapon that's wielded with both hands.,,Foebreaker,
Doom Hammer,,,Melee,Mauls,Uncommon,4.5kg,65,1.5m,Two-Handed,FALSE,FALSE,FALSE,,Bludgeoning,2d6,2d6,,,,,,,,"Backbreaker, Concussive Smash, Tenacity",Main Hand Attack,,Edge of Terror,,,,,1,TRUE,TRUE,Doom Hammer is an uncommon maul that afflicts targets with Bone Chilled condition on each successful hit.,,Broken Pike,
Hamarhraft,,,Melee,Mauls,Uncommon,4.5kg,65,1.5m,Two-Handed,FALSE,FALSE,FALSE,,Bludgeoning,2d6,2d6,,,,,,,,"Backbreaker, Concussive Smash, Tenacity",Main Hand Attack,,Shockwave,,,,,1,TRUE,TRUE,Hamarhraft is an uncommon Maul that deals Thunder damage in an area around the wielder when they land a Jump.,,Rusty Pike,
Maul +1,,,Melee,Mauls,Uncommon,4.5kg,40,1.5m,Two-Handed,FALSE,FALSE,FALSE,1,Bludgeoning,2d6,2d6,,,,,,,,"Backbreaker, Concussive Smash, Tenacity",Main Hand Attack,,,,,,,,TRUE,TRUE,"Maul +1 is an uncommon, lightly enchanted (+1) Maul.",,Pike,
