Name,Image,Cost 1,Cost 2,Cost #,Cost 3,Cost on Hit 1,Cost on Hit 2,Cantrip,Spell,Concentration,Ritual,DMG1,DMG1 Type,DMG2,DMG2 Type,DMG3,DMG3 Type,DMG4,DMG4 Type,DMG5,DMG5 Type,DMG6,DMG6 Type,Range,Area,Area Type,Push,Pull,Special WA,WA,Illithid Power,Attack Roll Type,On Miss,Attack Type,Recharge,School,Spell Level,ST Ability,ST Base DC,ST DC Type,Half DMG on Save,On Save,Condition 1,Condition 1 ST Ability,Condition 1 Base DC,Condition 1 DC Type,Condition 1 Duration,Condition 2,Condition 2 ST Ability,Condition 2 Base DC,Condition 2 DC Type,Condition 2 Duration,Additional DMG per Spell Level,DMG User Level 1,DMG Increase 1,DMG User Level 2,DMG Increase 2,DMG User Level 3,DMG Increase 3,Additional DMG Type,Additional Target Per Spell Level,Subactions,Areas,Creatures,Items,Healing,Targets,Desc1,Desc2,Levels,,,,Spells,Non Spells,Cantrips,Illithid Powers,Weapon Actions
Arcane Shot: Seeking Arrow,,Action,Arcane Arrow,,,,,FALSE,FALSE,FALSE,FALSE,WD,Weapon,1d6,Force,,,,,,,,,1.5m,,,,,FALSE,FALSE,FALSE,,,,,,,,,,FALSE,Target takes full damage but is not marked with  Faerie Fire,Faerie Fire,DEX,,Spell Save DC,2 Turns,,,,,,,,,,,,,,FALSE,,,,,,,Arcane Shot: Seeking Arrow is a special arcane arrow attack available to Arcane Archers which is guaranteed to hit and deals an extra 1d6⁠Force damage and potentially marks the target with Faerie Fire.,Use Divination magic to make your arrow seek a target. The arrow deals an additional 1d6⁠Force damage and possibly applies Faerie Fire. This arrow always hits its target.,,,,,Bestow Curse: Wisdom Disadvantage,Bear Companion,Vicious Mockery,,Scorching Strike
Arcane Shot: Shadow Arrow,,Action,,,,Arcane Arrow,,FALSE,FALSE,FALSE,FALSE,WD,Weapon,2d6,Psychic,,,,,,,,,18.0m,,,,,FALSE,FALSE,FALSE,Ranged,,Ranged,,,,,,,FALSE,,Blinded,WIS,,Spell Save DC,2 Turns,,,,,,,,,,,,,,FALSE,,,,,,,Arcane Shot: Shadow Arrow is a special arcane arrow attack available to Arcane Archers which deals an extra 2d6⁠Psychic damage and potentially blinds the target.,Use Illusion magic to deal an additional 2d6⁠Psychic damage. Target must succeed a Saving throw or become Blinded.,,,,,Blade Barrier,Benign Transposition: Teleport,Vicious Mockery (Milil),,Searing Blood
Armour of Agathys,,Action,Level 1 Spell,,,,,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,Abjuration,1,,,,FALSE,,Armour of Agathys,,,,Long Rest,,,,,,,,,,,,,,FALSE,,,,,,Self,Armour of Agathys is a level 1 abjuration spell. It allows spellcasters to create a spectral armour of frost that covers the caster and their equipment. This armour provides additional Hit Points to the caster and damages hostile targets while the added hit points are present.,Gain 5 temporary hit points and deal 5⁠Cold damage to any creature that hits you with a melee attack. Can only have Temporary Hit Points from one source.,Upcasting: Gain an additional  5 temporary hit points and deal an additional 5 ⁠Cold damage per level.,,,,Bless,Bhaal's Power Word Kill Ritual,Curse of Terror,,Shadowsoaked Blow
Arms of Hadar,,Action,Level 1 Spell,,,,,FALSE,TRUE,FALSE,FALSE,2d6,Necrotic,,,,,,,,,,,,3.0m,Radius,,,FALSE,FALSE,FALSE,,,,,Conjuration,1,,,,TRUE,Targets are able to use  Reactions,Arms of Hadar,STR,,Spell Save DC,1 Turn,,,,,,1d6,,,,,,,Necrotic,FALSE,,,,,,Self,"Arms of Hadar is a level 1 conjuration spell. It allows the caster to summon dark tendrils and deal ⁠Necrotic damage to creatures in an area centered on the caster, preventing them from taking  Reactions.",Prevent targets from using reactions.,Upcasting: Deals an additional 1d6⁠Necrotic damage per level.,,,,Blight,Bibberbang Spores,Dirty Trick: Vicious Mockery,,Soulbreaker
Astral Knowledge,,Action,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,FALSE,,Astral Knowledge,,,,Long Rest,,,,,,,,,,,,,,FALSE,"Astral Knowledge: Charisma, Astral Knowledge: Dexterity, Astral Knowledge: Intelligence, Astral Knowledge: Strength, Astral Knowledge: Wisdom",,,,,,Astral Knowledge is a class action for Githyanki. It grants them the ability to temporarily gain Proficiency in an Ability Score's skills.,Gain Proficiency in all Skills of a chosen Ability.,,,,,Blinding Smite,Bind Hexed Weapon,Howl of the Dead,,Topple
Astral Knowledge: Charisma,,Action,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,FALSE,,Astral Knowledge: Charisma,,,,Long Rest,,,,,,,,,,,,,,FALSE,,,,,,Self,Astral Knowledge: Charisma is a class action for Githyanki. It grants them the ability to gain proficiency in all skills using Charisma.,"Gain Proficiency in Deception, Intimidation, Performance, and Persuasion.",,,,,Blindness,Bind Pact Weapon,Improved Minor Illusion,,Topple the Big Folk
Astral Knowledge: Dexterity,,Action,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,FALSE,,Astral Knowledge: Dexterity,,,,Long Rest,,,,,,,,,,,,,,FALSE,,,,,,Self,Astral Knowledge: Dexterity is a class action for Githyanki. It grants them the ability to gain proficiency in all skills using Dexterity.,"Gain Proficiency in Acrobatics, Sleight of Hand, and Stealth.",,,,,Blink,Bite (Alioramus),Shillelagh,,Trephination
Astral Knowledge: Intelligence,,Action,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,FALSE,,Astral Knowledge: Intelligence,,,,Long Rest,,,,,,,,,,,,,,FALSE,,,,,,Self,Astral Knowledge: Intelligence is a class action for Githyanki. It grants them the ability to gain proficiency in all skills using Intelligence.,"Gain Proficiency in Arcana, History, Investigation, Nature, and Religion.",,,,,Blur,Bite (Badger),Sorrowful Lash,,Unshackling Strike
Astral Knowledge: Strength,,Action,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,FALSE,,Astral Knowledge: Strength,,,,Long Rest,,,,,,,,,,,,,,FALSE,,,,,,Self,Astral Knowledge: Strength is a class action for Githyanki. It grants them the ability to gain proficiency in all skills using Strength.,Gain Proficiency in Athletics,,,,,Bolts of Doom,Bite (Bat),Strengthened Shillelagh,,Weakening Strike
Astral Knowledge: Wisdom,,Action,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,FALSE,,Astral Knowledge: Wisdom,,,,Long Rest,,,,,,,,,,,,,,FALSE,,,,,,Self,Astral Knowledge: Wisdom is a class action for Githyanki. It grants them the ability to gain proficiency in all skills using Wisdom.,"Gain Proficiency in Animal Handling, Insight, Medicine, Perception, and Survival",,,,,Bone-shaking Thunder,Bite (Bear),Vicious Mockery (Auntie Ethel),,Whirlwind Attack (Weapon Action)
Astral Rift,,Action,,,,,,FALSE,TRUE,TRUE,FALSE,,,,,,,,,,,,,9.0m,,,,,FALSE,FALSE,FALSE,,,,,Conjuration,3,,,,FALSE,,Astral Conduit,,,,,,,,,,,,,,,,,,FALSE,,,,,,,Astral Rift is a level 3 conjuration spell. This spell is used by some NPC githyanki casters to summon additional allies. It cannot be learned by players and is only used by NPCs.,"Open a tear in reality itself, allowing allies to enter this plane from the Astral Sea. While holding open the rift, the caster can't move, or take actions, reactions or bonus actions other than Summoning an ally every other turn.",Casting this spell at a higher level grants no additional benefit.,,,,Boon of Servitude,Bite (Bulette),Cosmic Omen: Ability Check,,Zephyr Break
Augmented Shield of Thralls,,Action,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,9.0m,,,,,FALSE,FALSE,TRUE,,,,Short Rest,,,,,,FALSE,,Volatile Shield (25),,,,Long Rest,Stunned,INT,15,,1 Turn,,,,,,,,,FALSE,,,,,,2 allies,"Augmented Shield of Thralls is an action and illithid power used by Full-Illithids. When used, this ability applies the Volatile Shield condition to the character or an ally, granting 25 temporary hit points. If the hit points are removed by incoming damage, all nearby enemies must make an Intelligence saving throw or be Stunned for 1 turn.","Conjure a volatile shield around yourself or an ally, granting the target 25 temporary hit points. If these temporary hit points are lost due to incoming damage, the shield bursts and Stuns nearby foes. Can only have temporary hit points from one source.",,,,,Branding Smite,Bite (Cloaker),,,Zephyr Flash
Aura of Terror,,Action,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,3.0m,Radius,,,FALSE,FALSE,FALSE,,,,Per Combat,,,,,,FALSE,,Aura of Terror,,,,Permanent,,,,,,,,,,,,,,FALSE,,,,,,Self,Aura of Terror is an action that inflicts Frightened to the target unless they are immune it.,Give enemies disadvantage on Attacks and saving throws while in your oppressive presence. Creatures that can't be Frightened are immune to this aura.,,,,,Branding Smite (Melee),Bite (Dilophosaurus),,,Arcane Ammunition
Awaken,,Action,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,Self,Awaken is a free action used by Grym to ready itself for combat on its first turn.,"Nearby activity rouses Grym, readying it to crush any who set their eyes on its forge.",,,,,Branding Smite (Ranged),Bite (Dire Wolf),,,Dueller's Enthusiasm
Backbreaker,,Action,,,,,,FALSE,FALSE,FALSE,FALSE,STR or DEX,Bludgeoning,1d4,Bludgeoning,,,,,,,,,1.5m,,,,,TRUE,TRUE,FALSE,Melee,,Melee,Short Rest,,,,,,FALSE,No other effects,Prone,STR,,Weapon Action DC,2 Turns,,,,,,,,,,,,,,FALSE,,,,,,,"Backbreaker is a weapon action available to characters proficient in and wielding a maul, or warhammer in their main hand.",Put extra force behind your strike to possibly knock your enemy Prone. The target can't be Huge in size.,,,,,Bull's Strength,Bite (dog),,,Flourish
Bad Omen,,Action,,,,,,FALSE,FALSE,FALSE,FALSE,2d8,Piercing,,,,,,,,,,,9.0m,,,,,FALSE,FALSE,FALSE,,,,Per Turn,,,,,,TRUE,,Curse of the Dire Raven,WIS,,Spell Save DC,2 Turns,,,,,,,,,,,,,,FALSE,,,,,,,Bad Omen is an action gained by the Beast Master Ranger's Dire Raven Companion at level 5.,Hurl one of your feathers at a target to mark it as cursed.,,,,,Burning Hands,Bite (Base),,,Illuminating Shot
Balm of the Moonmaiden,,Action,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,24.0m,,,,,FALSE,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,FALSE,,,,,14d6⁠Healing (Per target),6 allies,Balm of the Moonmaiden is a unique Class Action only available during the Confront the Elder Brain quest that allows the user to heal several of their allies.,"Call upon Isobel to offer a furtive prayer to Selûne, healing up to 6 nearby allies. Available only in combat.The caster can only use this feature once in their adventure.",,,,,Call Lightning,Bite (Ghost Dogs),,,Mobile Shot
Bane,,Action,Level 1 Spell,,,,,FALSE,TRUE,TRUE,FALSE,,,,,,,,,,,,,9.0m,,,,,FALSE,FALSE,FALSE,,,,,Enchantment,1,,,,FALSE,,Bane,CHA,,Spell Save DC,10 Turns,,,,,,,,,,,,,,TRUE,,,,,,,"Bane is a level 1 enchantment spell. It allows the caster to temporarily curse enemies, making their attacks miss more often and weakening their Saving Throws.",Up to 3 creatures receive a -1d4 penalty to Attack rolls and Saving throws.,Upcasting: Affects an additional target for each spell slot level above 1st.,,,,Calm Emotions,Bite (Gnoll),,,Overheat
Bane's Wrath,,Action,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,FALSE,,frightened,,,,2 Turns,,,,,,,,,,,,,,FALSE,,,,,,,This ability is only available for NPCs. It causes their weapon attacks to do more damage and possibly frighten enemies.,"Strike with the Black Hand's ire, dealing more damage and possibly frightening your target.",,,,,Careful What You Wish For,Bite (Gremishka),,,Perfectly Balanced Strike
Banishing Smite,,Action,,,,Bonus Action,Level 5 Spell,FALSE,TRUE,TRUE,FALSE,WD,Weapon,5d10,Force,,,,,,,,,1.5m,,,,,FALSE,FALSE,FALSE,Melee Spell,,,,Abjuration,5,,,,FALSE,,Banished,,,,2 Turns,,,,,,,,,,,,,,FALSE,"Banishing Smite (Melee), Banishing Smite (Ranged)",,,,,,"Banishing Smite is a level 5 abjuration spell. It allows spellcasters to imbue their weapon with power, dealing force damage and possibly Banishing the target.",Possibly Banish your target to another plane of existence. Targets with 50 Hit Points or more can't be Banished.,Casting this spell at a higher level grants no additional benefit.,,,,Carrion's Explosive Cloudkill,Bite (Hyena),,,Pommel Strike
Banishing Smite (Melee),,Action,,,,Bonus Action,Level 5 Spell,FALSE,TRUE,TRUE,FALSE,WD,Weapon,5d10,Force,,,,,,,,,1.5m,,,,,FALSE,FALSE,FALSE,Melee,,Melee,,Abjuration,5,,,,FALSE,,Banished,,,,2 Turns,,,,,,,,,,,,,,FALSE,,,,,,,"Banishing Smite (Melee) is a level 5 abjuration spell. It allows spellcasters to imbue their weapon with power, dealing force damage and possibly Banishing the target.",Possibly Banish your target to another plane of existence.,Casting this spell at a higher level grants no additional benefit.,,,,Cat's Grace,Bite (Mimic),,,Sacred Munitions
Banishing Smite (Ranged),,Action,,,,Bonus Action,Level 5 Spell,FALSE,TRUE,TRUE,FALSE,WD,Weapon,5d10,Force,,,,,,,,,18.0m,,,,,FALSE,FALSE,FALSE,Ranged,,Ranged,,Abjuration,5,,,,FALSE,,Banished,,,,2 Turns,,,,,,,,,,,,,,FALSE,,,,,,,"Banishing Smite (Ranged) is a level 5 abjuration spell. This spells allows spellcasters to imbue their weapon with power, dealing force damage and possibly Banishing the target.",Possibly Banish your target to another plane of existence. Targets with 50 Hit Points or more can't be Banished.,Casting this spell at a higher level grants no additional benefit.,,,,Celestial Haste,Bite (Mother's Loathing),,,Tenacity
Banishment,,Action,Level 4 Spell,,,,,FALSE,TRUE,TRUE,FALSE,,,,,,,,,,,,,18.0m,,,,,FALSE,FALSE,FALSE,,,,,Abjuration,4,,,,FALSE,,Banished,CHA,,Spell Save DC,2 Turns,,,,,,,,,,,,,,TRUE,,,,,,,Banishment is a level 4 abjuration spell. It allows spellcasters to temporarily send a target to another plane of existence.,Temporarily Banish your target to another plane of existence.,Upcasting: Affect an additional target per level.,,,,Chain Lightning,Bite (Panther),,,Brace (Melee)
Barbed Vine,,Action,,,,,,FALSE,FALSE,FALSE,FALSE,STR,Slashing,2d4,Slashing,,,,,,,,,6.0m,,,,,FALSE,FALSE,FALSE,Melee Unarmed,,Unarmed,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,Barbed Vine is a class action used by Shadow Creepers.,Whip a target.,,,,,Charm Person,Bite (Phase Spiderling),,,Brace (Ranged)
Barkskin,,Action,Level 2 Spell,,,,,FALSE,TRUE,TRUE,FALSE,,,,,,,,,,,,,1.5m,,,,,FALSE,FALSE,FALSE,,,,,Transmutation,2,,,,FALSE,,Barkskin,,,,Long Rest,,,,,,,,,,,,,,FALSE,,,,,,,"Barkskin is a level 2 transmutation spell. It allows spellcasters to fortify the defense of a willing creature and increase their Armour Class. While under the effect of this spell, the target's skin has a bark-like texture.",Touch a willing creature to toughen its skin and increase its Armour Class up to 16.,Casting this spell at a higher level grants no additional benefit.,,,,Cheesy Smell,Bite (Rat Combatant),,,Prepare
Battle-Ready Owlbear,,Action,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,18.0m,,,,,FALSE,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,FALSE,,,Armoured Owlbear,,,,Battle-Ready Owlbear is a unique class action only available during the Confront the Elder Brain quest. It allows you to summon the Armoured Owlbear to aid you in battle.,Summon your owlbear cub - all grown up and ready to rage - in full armour. Available only in combat.Dismissed after combat until re-summoned.Can't be summoned again if killed in combat.,,,,,Chromatic Orb,Bite (Rat),,,
Beacon of Hope,,Action,Level 3 Spell,,,,,FALSE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,9.0m,Radius,,,FALSE,FALSE,FALSE,,,,,Abjuration,3,,,,FALSE,,Beacon of Hope,,,,10 Turns,,,,,,,,,,,,,,FALSE,,,,,,Self,Beacon of Hope is a level 3 abjuration spell. It allows spellcasters to bolster their allies with hope and vitality.,Your allies will regain the maximum Hit Points possible when healed. They also gain Advantage on Wisdom Saving throws and Death Saving Throws.,Casting this spell at a higher level grants no additional benefit.,,,,Chromatic Orb: Acid,Bite (Sabre-Toothed Tiger),,,
Beak Attack (Dire Raven),,Action,,,,,,FALSE,FALSE,FALSE,FALSE,DEX,Piercing,2d4,Piercing,,,,,,,,,1.5m,,,,,FALSE,FALSE,FALSE,Melee Unarmed,,Unarmed,,,,,,,FALSE,,,,,,,,,,,,,4,1d4,8,1d8,12,1d8,Piercing,FALSE,,,,,,,Beak Attack is the basic attack available to dire ravens including Dire Raven Companion or Wild Shape: Dire Raven form. It is a melee attack that does ⁠Piercing damage which scales with the raven's level.,Peck at a target.,This attack deals scaling bonus damage at higher levels:  +1d4⁠Piercing at level 4 +1d6⁠Piercing at level 8 +1d8⁠Piercing at level 12,,,,Chromatic Orb: Cold,Bite (Sharran Spider),,,
Beak Attack (Raven Familiar),,Action,,,,,,FALSE,FALSE,FALSE,FALSE,DEX,Piercing,1,Piercing,,,,,,,,,1.5m,,,,,FALSE,FALSE,FALSE,Melee Unarmed,,Unarmed,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,Beak Attack is a Find Familiar: Raven action. Ravens use this ability to make a melee attack that deals piercing damage to enemies.,Peck at a target.,,,,,Chromatic Orb: Fire,Bite (Sharran Wolf),,,
Beak Attack (Shadow-Cursed Raven),,Action,,,,,,FALSE,FALSE,FALSE,FALSE,DEX,Piercing,1d6,Piercing,,,,,,,,,1.5m,,,,,FALSE,FALSE,FALSE,Melee Unarmed,,Unarmed,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,Beak Attack is a class action used by various ravens. Ravens use this ability to make a melee attack that deals piercing damage to enemies.,Peck at a target.,,,,,Chromatic Orb: Lightning,Bite (Sharran Wolf - Viconia),,,
Bear Companion,,Action,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,18.0m,,,,,FALSE,FALSE,FALSE,,,,Short Rest,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,Bear Companion is a variant of Ranger's Companion which is a Subclass Feature of Rangers learned immediately upon choosing the Beast Master subclass. This ability allows the Beast Master to call upon their animal companion to fight and aid them in combat.,Summon a black bear that can endure heavy attacks and draw the enemy's attention with its Goading Roar.,,,,,Chromatic Orb: Poison,Bite (Spectator),,,
Bear's Endurance,,Action,Level 2 Spell,,,,,FALSE,TRUE,TRUE,FALSE,,,,,,,,,,,,,1.5m,,,,,FALSE,FALSE,FALSE,,,,,Transmutation,2,,,,FALSE,,Bear's Endurance,,,,Long Rest,,,,,,,,,,,,,,TRUE,,,,,,,Bear's Endurance is a level 2 transmutation spell. This spell allows spellcasters to bestow a creature the fortitude of a bear. Affected creatures gain Temporary Hit Points and Advantage on Constitution Checks.,Creature gains Advantage on Constitution Checks and gains 7 Temporary Hit Points. Can only have temporary hit points from one source.,"Upcasting: When this Spell is cast at 3rd level or higher, you can target an additional creature for each spell slot level above 2nd.",,,,Chromatic Orb: Thunder,Bite (Spider),,,
Benign Transposition: Teleport,,Action,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,9.0m,,,,,FALSE,FALSE,FALSE,,,,Long Rest,,,,,,FALSE,,Benign Transposition: Spent,,,,Long Rest,,,,,,,,,,,,,,FALSE,,,,,,,Benign Transposition Teleport is a Conjuration School Wizard class action that you can use to teleport near or swap places with an ally. This ability can be replenished by casting a Conjuration spell or resting.,"Teleport to a nearby, unoccupied space, or swap places with an ally. Targets must be Medium or Small",,,,,Circle of Death,Bite (Squire),,,
Bestow Curse,,Action,Level 3 Spell,,,,,FALSE,TRUE,TRUE,FALSE,,,,,,,,,,,,,1.5m,,,,,FALSE,FALSE,FALSE,,,,,Necromancy,3,,,,FALSE,,,,,,,,,,,,,,,,,,,,FALSE,"Bestow Curse: Additional Damage, Bestow Curse: Attack Disadvantage, Bestow Curse: Charisma Disadvantage, Bestow Curse: Constitution Disadvantage, Bestow Curse: Dexterity Disadvantage, Bestow Curse: Dread, Bestow Curse: Intelligence Disadvantage, Bestow Curse: Strength Disadvantage, Bestow Curse: Wisdom Disadvantage",,,,,,Bestow Curse is a level 3 necromancy spell. It allows spellcasters to curse a target with their touch.,"Curse a creature with your touch. The curse either bestows Disadvantage on Ability checks and Saving throws, Disadvantage on Attack rolls, lets you deal additional damage to the target, or robs it of its Actions. The effect of the curse is based on the variant selected, and lasts for 10 turns.","Upcasting: The duration is increased to 20 turns when cast with a level 4 spell slot, to 50 turns for a level 5 slot, and to 100 turns for level 6.",,,,Cloud of Daggers,Bite (Sword Spider),,,
Bestow Curse: Additional Damage,,Action,Level 3 Spell,,,,,FALSE,TRUE,TRUE,FALSE,,,,,,,,,,,,,1.5m,,,,,FALSE,FALSE,FALSE,,,,,Necromancy,3,,,,FALSE,,Cursed: Additional Damage,WIS,,Spell Save DC,10 Turns,,,,,,,,,,,,,,FALSE,,,,,,,"Bestow Curse: Additional Damage is a level 3 necromancy spell. This spell allows spellcasters to curse a target, causing it to take additional damage from the caster's attacks and spells.",Curse a creature with your touch. Your attacks and spells deal an additional 1d8⁠⁠Necrotic damage to the target.,Upcasting: The duration is increased by 10 turns for each spell slot level above 3rd.,,,,Cloudkill,Bite (Tiny Spider),,,
